travel_km,electricity,screen_time,waste,emission,food_encoded,transport
59.0,5.951442857,22.0,2.0,1609.0,1,7
3959.0,5.951442857,8.0,5.0,4662.0,0,5
317.0,5.951442857,13.0,2.0,1847.0,0,6
547.0,5.951442857,15.0,7.0,3456.0,0,6
7.0,5.951442857,20.0,2.0,1773.0,1,7
12.0,5.951442857,12.0,4.0,1706.0,0,7
13.0,5.951442857,14.0,1.0,2696.0,0,7
70.0,5.951442857,16.0,2.0,1258.0,0,7
34.0,5.951442857,9.0,2.0,2363.0,1,7
96.0,5.951442857,10.0,1.0,1162.0,0,7
6730.0,5.951442857,3.0,4.0,2207.0,0,5
248.0,5.951442857,2.0,7.0,2032.0,1,6
912.0,5.951442857,16.0,5.0,2190.0,0,6
25.0,5.951442857,2.0,6.0,952.0,0,7
328.0,5.951442857,0.0,4.0,2312.0,0,6
1406.0,5.951442857,17.0,4.0,1214.0,0,6
3022.0,5.951442857,23.0,4.0,1509.0,0,5
1793.0,5.951442857,12.0,2.0,1845.0,0,6
4674.0,5.951442857,13.0,4.0,1830.0,0,5
95.0,5.951442857,8.0,6.0,1132.0,0,7
5356.0,5.951442857,4.0,6.0,3219.0,1,5
1819.0,5.951442857,16.0,2.0,2000.0,0,6
5474.0,5.951442857,10.0,3.0,4061.0,0,5
1460.0,5.951442857,4.0,6.0,2976.0,0,6
70.0,5.951442857,5.0,4.0,927.0,0,7
2859.0,5.951442857,16.0,1.0,1844.0,0,5
904.0,5.951442857,8.0,1.0,3246.0,0,6
722.0,5.951442857,18.0,3.0,1537.0,0,6
1672.0,5.951442857,10.0,1.0,975.0,1,6
661.0,5.951442857,8.0,6.0,4132.0,0,6
379.0,5.951442857,19.0,6.0,1302.0,1,6
1202.0,5.951442857,22.0,7.0,2214.0,0,5
1747.0,5.951442857,3.0,2.0,2189.0,0,6
1880.0,5.951442857,16.0,4.0,4021.0,0,6
51.0,5.951442857,22.0,5.0,2819.0,1,7
92.0,5.951442857,8.0,2.0,897.0,0,7
81.0,5.951442857,19.0,1.0,1354.0,1,7
1886.0,5.951442857,0.0,6.0,1885.0,0,6
9489.0,5.951442857,23.0,5.0,942.0,0,5
69.0,5.951442857,2.0,1.0,1156.0,0,6
9.0,5.951442857,2.0,5.0,1491.0,0,7
25.0,5.951442857,15.0,1.0,1238.0,0,7
61.0,5.951442857,11.0,7.0,1712.0,0,7
5508.0,5.951442857,11.0,2.0,2479.0,1,5
5986.0,5.951442857,16.0,2.0,4724.0,1,5
8613.0,5.951442857,21.0,2.0,1221.0,0,5
397.0,5.951442857,18.0,4.0,2213.0,0,6
1492.0,5.951442857,19.0,7.0,2083.0,1,6
4508.0,5.951442857,20.0,4.0,1977.0,0,5
19.0,5.951442857,21.0,4.0,2223.0,0,7
7552.0,5.951442857,12.0,3.0,1753.0,0,5
2499.0,5.951442857,18.0,1.0,2513.0,0,5
38.0,5.951442857,16.0,5.0,3007.0,1,7
1046.0,5.951442857,17.0,3.0,2264.0,1,6
94.0,5.951442857,15.0,2.0,1252.0,0,7
87.0,5.951442857,15.0,6.0,2768.0,0,7
1887.0,5.951442857,16.0,4.0,3561.0,0,6
1945.0,5.951442857,23.0,6.0,2360.0,1,6
2888.0,5.951442857,23.0,2.0,1472.0,0,5
544.0,5.951442857,12.0,6.0,3437.0,0,5
54.0,5.951442857,8.0,1.0,1006.0,0,7
6920.0,5.951442857,1.0,1.0,2249.0,0,5
4.0,5.951442857,22.0,3.0,2413.0,0,7
266.0,5.951442857,24.0,7.0,2175.0,0,6
5505.0,5.951442857,24.0,3.0,3375.0,0,5
826.0,5.951442857,11.0,6.0,2487.0,0,6
99.0,5.951442857,18.0,1.0,2914.0,0,7
1277.0,5.951442857,22.0,4.0,1573.0,0,6
8771.0,5.951442857,8.0,3.0,2919.0,0,5
46.0,5.951442857,2.0,3.0,1148.0,0,6
1401.0,5.951442857,6.0,7.0,1987.0,1,6
561.0,5.951442857,0.0,6.0,1877.0,0,6
1604.0,5.951442857,19.0,3.0,2673.0,0,6
4265.0,5.951442857,19.0,1.0,2334.0,0,5
77.0,5.951442857,19.0,4.0,1567.0,0,7
28.0,5.951442857,18.0,1.0,2798.0,0,7
519.0,5.951442857,12.0,3.0,1991.0,1,6
50.0,5.951442857,3.0,1.0,1317.0,0,7
60.0,5.951442857,24.0,2.0,1401.0,0,7
898.0,5.951442857,8.0,1.0,2837.0,0,6
7425.0,5.951442857,4.0,2.0,2649.0,0,5
15.0,5.951442857,4.0,7.0,2654.0,1,6
2571.0,5.951442857,7.0,7.0,2365.0,0,5
9885.0,5.951442857,10.0,4.0,4051.0,0,5
48.0,5.951442857,7.0,3.0,2381.0,0,7
69.0,5.951442857,21.0,6.0,2412.0,1,7
13.0,5.951442857,15.0,2.0,2284.0,1,7
1996.0,5.951442857,16.0,7.0,2775.0,0,6
194.0,5.951442857,20.0,1.0,764.0,0,6
8.0,5.951442857,12.0,2.0,1554.0,0,7
1923.0,5.951442857,16.0,3.0,1879.0,0,6
90.0,5.951442857,23.0,2.0,1777.0,0,7
3650.0,5.951442857,2.0,4.0,663.0,0,5
90.0,5.951442857,16.0,6.0,2244.0,0,7
5769.0,5.951442857,6.0,7.0,3646.0,1,5
66.0,5.951442857,19.0,3.0,2960.0,0,7
62.0,5.951442857,3.0,1.0,1556.0,0,7
240.0,5.951442857,0.0,2.0,1724.0,0,6
332.0,5.951442857,3.0,7.0,2222.0,0,6
60.0,5.951442857,23.0,2.0,1862.0,0,7
72.0,5.951442857,13.0,5.0,2241.0,0,7
91.0,5.951442857,12.0,2.0,1629.0,1,7
77.0,5.951442857,9.0,2.0,2350.0,1,7
73.0,5.951442857,9.0,1.0,959.0,0,7
2664.0,5.951442857,22.0,5.0,3484.0,0,5
2317.0,5.951442857,15.0,6.0,2930.0,0,5
1033.0,5.951442857,19.0,1.0,920.0,0,6
36.0,5.951442857,21.0,2.0,3090.0,0,7
52.0,5.951442857,8.0,3.0,1811.0,0,7
32.0,5.951442857,21.0,2.0,2305.0,0,7
2536.0,5.951442857,1.0,5.0,1635.0,1,5
972.0,5.951442857,16.0,2.0,1308.0,0,6
35.0,5.951442857,21.0,4.0,2568.0,0,7
1591.0,5.951442857,6.0,6.0,1935.0,0,6
4763.0,5.951442857,11.0,5.0,1897.0,0,5
482.0,5.951442857,8.0,7.0,1863.0,1,6
1423.0,5.951442857,1.0,5.0,2501.0,1,6
53.0,5.951442857,1.0,2.0,1446.0,0,7
5167.0,5.951442857,15.0,3.0,3698.0,0,5
29.0,5.951442857,20.0,2.0,1023.0,0,7
2632.0,5.951442857,21.0,6.0,2499.0,0,5
3643.0,5.951442857,2.0,2.0,2457.0,0,5
1493.0,5.951442857,0.0,6.0,2636.0,0,6
17.0,5.951442857,6.0,5.0,2477.0,1,7
1574.0,5.951442857,9.0,1.0,1219.0,0,6
1427.0,5.951442857,14.0,4.0,1509.0,1,5
772.0,5.951442857,13.0,5.0,2013.0,0,6
24.0,5.951442857,4.0,4.0,1636.0,1,7
16.0,5.951442857,19.0,3.0,1767.0,0,7
4669.0,5.951442857,11.0,7.0,3469.0,1,5
44.0,5.951442857,0.0,7.0,3038.0,1,7
2131.0,5.951442857,19.0,7.0,1767.0,0,5
71.0,5.951442857,24.0,4.0,1712.0,0,7
4816.0,5.951442857,14.0,2.0,2408.0,0,5
5555.0,5.951442857,21.0,5.0,3660.0,0,5
9107.0,5.951442857,17.0,3.0,5293.0,0,5
1707.0,5.951442857,9.0,3.0,2696.0,0,6
10.0,5.951442857,1.0,6.0,2955.0,0,5
75.0,5.951442857,15.0,2.0,1447.0,0,7
4123.0,5.951442857,12.0,1.0,3415.0,0,5
5619.0,5.951442857,18.0,4.0,2508.0,0,5
1857.0,5.951442857,15.0,3.0,1134.0,0,6
96.0,5.951442857,2.0,2.0,1711.0,0,7
663.0,5.951442857,11.0,4.0,2113.0,0,6
95.0,5.951442857,21.0,5.0,1672.0,1,7
5198.0,5.951442857,13.0,3.0,2669.0,1,5
37.0,5.951442857,0.0,3.0,995.0,1,6
84.0,5.951442857,15.0,1.0,1453.0,0,7
11.0,5.951442857,6.0,2.0,1619.0,0,7
83.0,5.951442857,11.0,4.0,1865.0,1,7
7848.0,5.951442857,1.0,5.0,5779.0,0,5
1079.0,5.951442857,17.0,5.0,1375.0,0,6
1768.0,5.951442857,24.0,2.0,873.0,1,6
1583.0,5.951442857,9.0,3.0,1078.0,0,6
44.0,5.951442857,12.0,4.0,1723.0,1,7
7864.0,5.951442857,16.0,5.0,3694.0,0,5
8.0,5.951442857,4.0,4.0,1995.0,0,7
94.0,5.951442857,12.0,6.0,2093.0,0,7
5836.0,5.951442857,23.0,3.0,3286.0,0,5
789.0,5.951442857,22.0,2.0,2606.0,1,6
7.0,5.951442857,2.0,3.0,2981.0,0,7
19.0,5.951442857,7.0,1.0,1518.0,0,7
9332.0,5.951442857,8.0,3.0,4811.0,1,5
199.0,5.951442857,2.0,5.0,1198.0,1,6
24.0,5.951442857,23.0,6.0,1611.0,0,7
53.0,5.951442857,21.0,3.0,542.0,1,7
6657.0,5.951442857,24.0,1.0,1565.0,0,5
4783.0,5.951442857,7.0,7.0,3344.0,0,5
4.0,5.951442857,17.0,1.0,1277.0,0,7
9993.0,5.951442857,22.0,4.0,5756.0,0,5
25.0,5.951442857,23.0,1.0,2548.0,1,7
2901.0,5.951442857,22.0,6.0,4488.0,1,5
44.0,5.951442857,21.0,2.0,2757.0,0,7
1584.0,5.951442857,23.0,6.0,1008.0,0,6
3636.0,5.951442857,22.0,1.0,1192.0,0,5
9727.0,5.951442857,10.0,2.0,1523.0,0,5
1485.0,5.951442857,2.0,2.0,2148.0,0,5
51.0,5.951442857,18.0,6.0,1278.0,0,7
612.0,5.951442857,2.0,7.0,1988.0,0,6
901.0,5.951442857,17.0,5.0,1647.0,0,6
1371.0,5.951442857,16.0,6.0,1759.0,1,6
759.0,5.951442857,17.0,4.0,1790.0,1,5
625.0,5.951442857,15.0,5.0,1393.0,0,5
1691.0,5.951442857,8.0,6.0,1311.0,0,6
80.0,5.951442857,18.0,5.0,2071.0,1,7
1846.0,5.951442857,8.0,2.0,2188.0,0,5
410.0,5.951442857,4.0,2.0,1768.0,0,6
15.0,5.951442857,8.0,7.0,1278.0,0,7
92.0,5.951442857,12.0,3.0,1366.0,0,7
78.0,5.951442857,20.0,3.0,2516.0,0,7
6109.0,5.951442857,4.0,6.0,4717.0,1,5
99.0,5.951442857,22.0,3.0,1505.0,0,6
670.0,5.951442857,21.0,2.0,2026.0,0,5
81.0,5.951442857,18.0,2.0,1652.0,0,7
5916.0,5.951442857,1.0,6.0,4374.0,0,5
3091.0,5.951442857,11.0,3.0,2175.0,0,5
1158.0,5.951442857,1.0,1.0,1210.0,0,6
6488.0,5.951442857,22.0,6.0,4859.0,0,5
88.0,5.951442857,0.0,5.0,1722.0,0,7
92.0,5.951442857,4.0,5.0,2309.0,1,7
78.0,5.951442857,0.0,7.0,1993.0,0,7
1182.0,5.951442857,13.0,1.0,1308.0,0,6
7385.0,5.951442857,20.0,6.0,3887.0,0,5
28.0,5.951442857,10.0,7.0,2040.0,0,7
15.0,5.951442857,14.0,5.0,1760.0,0,7
1131.0,5.951442857,20.0,7.0,3250.0,1,6
2003.0,5.951442857,14.0,2.0,2533.0,1,5
179.0,5.951442857,16.0,7.0,2199.0,1,6
11.0,5.951442857,19.0,4.0,2335.0,0,7
13.0,5.951442857,2.0,6.0,1921.0,0,7
1145.0,5.951442857,19.0,3.0,1615.0,1,6
776.0,5.951442857,9.0,1.0,1710.0,1,6
462.0,5.951442857,14.0,1.0,611.0,0,6
97.0,5.951442857,18.0,5.0,1368.0,0,7
9395.0,5.951442857,13.0,3.0,2867.0,0,5
1688.0,5.951442857,21.0,7.0,1341.0,1,6
2631.0,5.951442857,8.0,3.0,1887.0,0,5
242.0,5.951442857,17.0,2.0,2542.0,1,5
1480.0,5.951442857,3.0,1.0,1488.0,0,5
1695.0,5.951442857,5.0,2.0,1172.0,0,5
1399.0,5.951442857,17.0,5.0,1645.0,1,6
1996.0,5.951442857,2.0,3.0,2085.0,0,6
1034.0,5.951442857,19.0,5.0,1516.0,0,6
3318.0,5.951442857,5.0,6.0,2531.0,0,5
17.0,5.951442857,10.0,3.0,1439.0,0,7
6631.0,5.951442857,19.0,5.0,1741.0,0,5
257.0,5.951442857,23.0,6.0,2725.0,0,5
1451.0,5.951442857,21.0,6.0,1778.0,0,6
73.0,5.951442857,16.0,2.0,1709.0,0,7
97.0,5.951442857,12.0,5.0,1763.0,0,7
97.0,5.951442857,22.0,5.0,1353.0,0,7
1978.0,5.951442857,9.0,6.0,3601.0,0,5
3329.0,5.951442857,9.0,4.0,3774.0,1,5
33.0,5.951442857,2.0,6.0,1021.0,0,7
9398.0,5.951442857,16.0,6.0,4306.0,1,5
227.0,5.951442857,23.0,5.0,992.0,0,5
73.0,5.951442857,2.0,6.0,2030.0,0,7
952.0,5.951442857,21.0,1.0,2401.0,1,6
2639.0,5.951442857,2.0,5.0,3080.0,0,5
63.0,5.951442857,22.0,2.0,1277.0,0,7
5928.0,5.951442857,18.0,3.0,1890.0,0,5
1045.0,5.951442857,11.0,3.0,2502.0,0,6
1868.0,5.951442857,24.0,5.0,3292.0,0,5
76.0,5.951442857,4.0,7.0,3384.0,0,7
1012.0,5.951442857,16.0,7.0,1781.0,0,6
46.0,5.951442857,21.0,6.0,2222.0,0,6
31.0,5.951442857,18.0,6.0,1616.0,0,7
107.0,5.951442857,5.0,6.0,1545.0,0,6
8046.0,5.951442857,0.0,3.0,2334.0,0,5
74.0,5.951442857,17.0,3.0,1273.0,0,7
1949.0,5.951442857,1.0,2.0,1864.0,0,6
2549.0,5.951442857,10.0,7.0,2946.0,0,5
66.0,5.951442857,14.0,1.0,2069.0,0,7
11.0,5.951442857,2.0,3.0,1286.0,0,7
1219.0,5.951442857,6.0,1.0,1503.0,0,6
7816.0,5.951442857,3.0,4.0,3063.0,1,5
72.0,5.951442857,21.0,6.0,1939.0,0,7
236.0,5.951442857,16.0,7.0,806.0,0,6
5478.0,5.951442857,21.0,1.0,2781.0,0,5
1795.0,5.951442857,24.0,5.0,2244.0,1,5
12.0,5.951442857,2.0,4.0,1165.0,0,7
28.0,5.951442857,16.0,3.0,1310.0,0,7
70.0,5.951442857,16.0,5.0,1539.0,0,7
1934.0,5.951442857,7.0,7.0,1635.0,1,6
7.0,5.951442857,2.0,4.0,984.0,0,7
806.0,5.951442857,20.0,2.0,1708.0,0,6
93.0,5.951442857,15.0,2.0,908.0,0,7
1432.0,5.951442857,10.0,5.0,1228.0,0,6
5018.0,5.951442857,4.0,6.0,2323.0,0,5
1425.0,5.951442857,2.0,4.0,1674.0,0,6
87.0,5.951442857,22.0,1.0,1433.0,0,7
1227.0,5.951442857,24.0,5.0,1774.0,0,6
79.0,5.951442857,11.0,3.0,1774.0,1,7
93.0,5.951442857,7.0,6.0,1226.0,0,7
37.0,5.951442857,17.0,5.0,1336.0,0,7
8908.0,5.951442857,13.0,2.0,2425.0,1,5
24.0,5.951442857,1.0,5.0,1497.0,0,7
14.0,5.951442857,14.0,6.0,1446.0,0,7
207.0,5.951442857,20.0,2.0,2054.0,1,6
85.0,5.951442857,8.0,2.0,1393.0,0,7
8805.0,5.951442857,18.0,7.0,1563.0,0,5
97.0,5.951442857,13.0,3.0,1432.0,1,7
19.0,5.951442857,20.0,2.0,821.0,0,7
1485.0,5.951442857,6.0,7.0,4086.0,0,5
24.0,5.951442857,14.0,1.0,2457.0,1,7
10.0,5.951442857,10.0,2.0,1556.0,0,7
486.0,5.951442857,14.0,4.0,2223.0,0,6
582.0,5.951442857,18.0,1.0,2001.0,0,6
81.0,5.951442857,10.0,7.0,1753.0,0,7
79.0,5.951442857,23.0,6.0,3231.0,0,6
1618.0,5.951442857,18.0,5.0,1738.0,0,6
1933.0,5.951442857,13.0,1.0,1522.0,0,6
8463.0,5.951442857,6.0,5.0,4818.0,1,5
31.0,5.951442857,2.0,1.0,501.0,1,7
69.0,5.951442857,1.0,1.0,2087.0,0,7
1764.0,5.951442857,18.0,1.0,2554.0,1,6
7150.0,5.951442857,17.0,2.0,4286.0,0,5
49.0,5.951442857,17.0,6.0,2643.0,0,7
3121.0,5.951442857,17.0,4.0,2248.0,0,5
8476.0,5.951442857,15.0,1.0,3343.0,0,5
73.0,5.951442857,3.0,3.0,2454.0,0,7
7850.0,5.951442857,12.0,7.0,2326.0,0,5
70.0,5.951442857,3.0,4.0,822.0,0,7
4.0,5.951442857,6.0,2.0,1138.0,1,7
3.0,5.951442857,14.0,1.0,2746.0,0,7
9.0,5.951442857,8.0,5.0,2821.0,0,7
8944.0,5.951442857,9.0,1.0,3422.0,0,5
79.0,5.951442857,7.0,5.0,1775.0,0,7
21.0,5.951442857,2.0,3.0,1164.0,1,7
413.0,5.951442857,2.0,3.0,1586.0,0,6
789.0,5.951442857,6.0,6.0,2263.0,1,6
1963.0,5.951442857,22.0,4.0,2247.0,0,6
145.0,5.951442857,3.0,2.0,563.0,0,6
6986.0,5.951442857,6.0,7.0,4187.0,0,5
1737.0,5.951442857,20.0,4.0,2121.0,1,5
619.0,5.951442857,2.0,4.0,2499.0,0,6
33.0,5.951442857,18.0,2.0,1439.0,0,7
7.0,5.951442857,16.0,3.0,1836.0,0,7
523.0,5.951442857,4.0,1.0,1491.0,1,5
3384.0,5.951442857,24.0,3.0,2199.0,0,5
9215.0,5.951442857,1.0,3.0,4471.0,0,5
6243.0,5.951442857,24.0,6.0,2587.0,0,5
263.0,5.951442857,24.0,3.0,1434.0,0,6
24.0,5.951442857,18.0,7.0,1659.0,0,7
60.0,5.951442857,2.0,6.0,2669.0,1,7
1008.0,5.951442857,5.0,2.0,3206.0,0,5
1208.0,5.951442857,1.0,6.0,2267.0,1,6
1840.0,5.951442857,3.0,4.0,1740.0,0,6
1083.0,5.951442857,8.0,6.0,1841.0,0,6
34.0,5.951442857,21.0,2.0,1266.0,0,7
66.0,5.951442857,11.0,7.0,1973.0,0,7
1753.0,5.951442857,14.0,4.0,2477.0,0,6
5441.0,5.951442857,9.0,3.0,775.0,0,5
5263.0,5.951442857,10.0,3.0,2297.0,1,5
2.0,5.951442857,9.0,6.0,2342.0,0,7
9.0,5.951442857,8.0,6.0,1859.0,0,7
975.0,5.951442857,9.0,3.0,1484.0,0,5
720.0,5.951442857,0.0,5.0,2345.0,0,6
1215.0,5.951442857,10.0,1.0,2186.0,0,6
1612.0,5.951442857,17.0,4.0,3666.0,0,6
1499.0,5.951442857,21.0,6.0,3298.0,1,6
1713.0,5.951442857,0.0,6.0,2167.0,0,6
59.0,5.951442857,11.0,5.0,1553.0,0,7
3433.0,5.951442857,16.0,1.0,2013.0,1,5
59.0,5.951442857,24.0,7.0,3213.0,0,7
350.0,5.951442857,9.0,7.0,2005.0,1,6
87.0,5.951442857,24.0,6.0,949.0,0,7
1655.0,5.951442857,14.0,6.0,1625.0,0,6
1486.0,5.951442857,12.0,3.0,2457.0,0,6
458.0,5.951442857,16.0,6.0,1479.0,0,6
42.0,5.951442857,20.0,7.0,2640.0,1,7
8338.0,5.951442857,13.0,4.0,3780.0,0,5
688.0,5.951442857,23.0,3.0,1303.0,0,6
3847.0,5.951442857,3.0,1.0,2516.0,0,5
94.0,5.951442857,19.0,2.0,2842.0,0,7
1376.0,5.951442857,17.0,5.0,3810.0,1,6
1230.0,5.951442857,3.0,5.0,2076.0,1,6
1960.0,5.951442857,18.0,1.0,1286.0,0,5
1486.0,5.951442857,8.0,6.0,1819.0,0,6
9.0,5.951442857,9.0,5.0,1681.0,1,7
1.0,5.951442857,15.0,7.0,941.0,0,7
173.0,5.951442857,11.0,5.0,1593.0,0,6
96.0,5.951442857,24.0,5.0,1848.0,0,7
957.0,5.951442857,4.0,4.0,1886.0,0,6
1066.0,5.951442857,10.0,3.0,1491.0,0,6
3890.0,5.951442857,13.0,1.0,2148.0,0,5
2453.0,5.951442857,15.0,7.0,2261.0,0,5
92.0,5.951442857,7.0,4.0,2012.0,0,7
6956.0,5.951442857,0.0,1.0,2713.0,0,5
19.0,5.951442857,2.0,7.0,2317.0,0,7
987.0,5.951442857,5.0,7.0,2395.0,0,6
1620.0,5.951442857,22.0,7.0,2082.0,1,6
1085.0,5.951442857,4.0,7.0,2216.0,1,6
83.0,5.951442857,23.0,2.0,2358.0,0,7
77.0,5.951442857,22.0,7.0,3531.0,0,7
3730.0,5.951442857,15.0,1.0,2401.0,1,5
1193.0,5.951442857,13.0,5.0,1616.0,0,6
1707.0,5.951442857,15.0,4.0,2597.0,0,5
936.0,5.951442857,2.0,3.0,1261.0,0,6
405.0,5.951442857,0.0,4.0,2095.0,0,6
85.0,5.951442857,16.0,2.0,1220.0,0,7
70.0,5.951442857,21.0,6.0,2171.0,0,7
83.0,5.951442857,1.0,6.0,755.0,0,7
2187.0,5.951442857,4.0,6.0,3923.0,1,5
5473.0,5.951442857,21.0,4.0,3905.0,0,5
238.0,5.951442857,21.0,4.0,1190.0,0,6
1886.0,5.951442857,0.0,5.0,1321.0,0,6
635.0,5.951442857,0.0,1.0,2426.0,1,6
31.0,5.951442857,21.0,1.0,2471.0,1,7
1968.0,5.951442857,18.0,1.0,1517.0,0,6
952.0,5.951442857,6.0,4.0,2130.0,0,6
97.0,5.951442857,24.0,7.0,2598.0,0,7
32.0,5.951442857,20.0,6.0,3256.0,0,7
4555.0,5.951442857,24.0,2.0,2067.0,0,5
70.0,5.951442857,23.0,4.0,3328.0,0,7
406.0,5.951442857,13.0,5.0,2696.0,0,6
589.0,5.951442857,19.0,7.0,1822.0,0,5
1484.0,5.951442857,18.0,3.0,1397.0,1,6
8809.0,5.951442857,10.0,7.0,3807.0,0,5
9316.0,5.951442857,21.0,5.0,4797.0,0,5
70.0,5.951442857,23.0,2.0,931.0,0,7
630.0,5.951442857,0.0,6.0,2079.0,0,6
1319.0,5.951442857,18.0,5.0,1777.0,0,6
91.0,5.951442857,20.0,1.0,2466.0,0,7
2891.0,5.951442857,14.0,6.0,2447.0,0,5
4538.0,5.951442857,13.0,5.0,2249.0,0,5
64.0,5.951442857,14.0,4.0,1804.0,0,7
36.0,5.951442857,24.0,3.0,1548.0,1,7
647.0,5.951442857,8.0,3.0,2106.0,1,6
8242.0,5.951442857,16.0,2.0,5399.0,0,5
1274.0,5.951442857,16.0,7.0,2137.0,0,6
1817.0,5.951442857,24.0,2.0,1610.0,0,5
631.0,5.951442857,24.0,1.0,2455.0,1,6
11.0,5.951442857,15.0,4.0,3279.0,1,7
50.0,5.951442857,9.0,2.0,1279.0,0,7
5.0,5.951442857,20.0,5.0,1845.0,1,7
5762.0,5.951442857,9.0,7.0,3962.0,0,5
1481.0,5.951442857,18.0,6.0,2636.0,0,6
25.0,5.951442857,24.0,6.0,1181.0,0,7
1792.0,5.951442857,1.0,2.0,1366.0,0,6
1047.0,5.951442857,19.0,1.0,2658.0,0,6
6414.0,5.951442857,9.0,7.0,3526.0,0,5
6105.0,5.951442857,17.0,4.0,545.0,0,5
423.0,5.951442857,1.0,5.0,2180.0,0,6
6044.0,5.951442857,3.0,2.0,2232.0,1,5
9193.0,5.951442857,8.0,5.0,4007.0,0,5
2016.0,5.951442857,0.0,7.0,2942.0,0,5
151.0,5.951442857,3.0,1.0,877.0,1,6
838.0,5.951442857,16.0,2.0,2181.0,0,6
279.0,5.951442857,4.0,5.0,1561.0,1,6
69.0,5.951442857,3.0,1.0,1097.0,0,7
1808.0,5.951442857,5.0,6.0,3235.0,0,6
58.0,5.951442857,19.0,2.0,1718.0,0,7
1489.0,5.951442857,6.0,2.0,977.0,0,6
97.0,5.951442857,18.0,6.0,1253.0,0,7
46.0,5.951442857,22.0,4.0,1862.0,0,7
9410.0,5.951442857,11.0,3.0,3104.0,0,5
91.0,5.951442857,0.0,7.0,1520.0,0,7
65.0,5.951442857,23.0,4.0,2926.0,0,7
90.0,5.951442857,19.0,4.0,1408.0,0,5
39.0,5.951442857,17.0,5.0,2247.0,1,7
5685.0,5.951442857,0.0,2.0,3110.0,0,5
3544.0,5.951442857,18.0,1.0,2141.0,1,5
1978.0,5.951442857,18.0,1.0,1391.0,0,6
1403.0,5.951442857,20.0,3.0,1376.0,0,6
5437.0,5.951442857,0.0,3.0,925.0,1,5
38.0,5.951442857,21.0,6.0,1101.0,0,7
850.0,5.951442857,21.0,4.0,2206.0,0,6
856.0,5.951442857,13.0,7.0,1394.0,0,6
1781.0,5.951442857,20.0,4.0,3031.0,0,6
83.0,5.951442857,7.0,5.0,3022.0,0,7
1955.0,5.951442857,16.0,4.0,1211.0,0,6
1477.0,5.951442857,11.0,5.0,1267.0,0,6
4.0,5.951442857,0.0,5.0,2664.0,0,7
24.0,5.951442857,9.0,5.0,1590.0,0,7
1006.0,5.951442857,6.0,7.0,1933.0,0,6
5647.0,5.951442857,1.0,3.0,3338.0,1,5
55.0,5.951442857,16.0,6.0,2366.0,0,7
98.0,5.951442857,8.0,6.0,1254.0,1,7
880.0,5.951442857,16.0,3.0,1563.0,1,6
759.0,5.951442857,9.0,4.0,3257.0,0,6
46.0,5.951442857,5.0,7.0,2115.0,0,7
44.0,5.951442857,9.0,2.0,1381.0,0,7
1425.0,5.951442857,22.0,2.0,1965.0,1,6
1.0,5.951442857,17.0,3.0,2478.0,0,7
38.0,5.951442857,24.0,3.0,1289.0,0,7
92.0,5.951442857,10.0,7.0,1476.0,0,7
1332.0,5.951442857,16.0,1.0,2731.0,1,6
8641.0,5.951442857,5.0,2.0,2928.0,0,5
21.0,5.951442857,10.0,1.0,3308.0,0,7
2060.0,5.951442857,11.0,7.0,3067.0,0,5
99.0,5.951442857,19.0,5.0,1370.0,0,7
3899.0,5.951442857,17.0,4.0,3272.0,0,5
14.0,5.951442857,14.0,2.0,2351.0,0,7
39.0,5.951442857,15.0,4.0,1007.0,0,7
1308.0,5.951442857,1.0,5.0,1942.0,1,6
6583.0,5.951442857,12.0,1.0,2912.0,0,5
401.0,5.951442857,22.0,5.0,1720.0,1,6
1388.0,5.951442857,9.0,6.0,2232.0,0,6
1841.0,5.951442857,22.0,2.0,2599.0,1,5
841.0,5.951442857,10.0,7.0,2290.0,0,6
9272.0,5.951442857,24.0,7.0,5707.0,0,5
1568.0,5.951442857,20.0,6.0,1749.0,0,6
48.0,5.951442857,2.0,1.0,443.0,0,7
1325.0,5.951442857,19.0,5.0,3491.0,0,5
7545.0,5.951442857,11.0,2.0,3531.0,0,5
74.0,5.951442857,6.0,7.0,2575.0,0,7
4762.0,5.951442857,4.0,6.0,4882.0,0,5
1944.0,5.951442857,8.0,2.0,1843.0,0,6
438.0,5.951442857,8.0,1.0,2268.0,0,6
86.0,5.951442857,12.0,6.0,1496.0,0,7
11.0,5.951442857,14.0,6.0,1961.0,0,7
4028.0,5.951442857,20.0,6.0,2619.0,0,5
4071.0,5.951442857,3.0,1.0,1983.0,0,5
1507.0,5.951442857,6.0,5.0,2046.0,0,6
301.0,5.951442857,20.0,4.0,1150.0,1,6
141.0,5.951442857,11.0,2.0,1559.0,0,6
62.0,5.951442857,22.0,7.0,1168.0,0,7
1298.0,5.951442857,19.0,1.0,1619.0,0,6
1486.0,5.951442857,5.0,4.0,3522.0,0,5
19.0,5.951442857,14.0,6.0,1123.0,0,7
734.0,5.951442857,0.0,4.0,1204.0,0,6
7266.0,5.951442857,6.0,6.0,4155.0,1,5
1454.0,5.951442857,22.0,1.0,2134.0,0,6
17.0,5.951442857,2.0,4.0,2307.0,0,7
3997.0,5.951442857,12.0,4.0,2963.0,0,5
31.0,5.951442857,20.0,5.0,1699.0,0,7
8652.0,5.951442857,4.0,4.0,3395.0,1,5
1687.0,5.951442857,2.0,6.0,2331.0,0,6
1884.0,5.951442857,13.0,6.0,951.0,0,6
